case,beta,c,gamma,t,S,I,R
contacts_high,0.05,15.0,0.25,10.377512159206102,302,281,417
contacts_high,0.05,15.0,0.25,10.379008933032326,302,280,418
contacts_high,0.05,15.0,0.25,10.39259208611637,302,279,419
contacts_high,0.05,15.0,0.25,10.397579132075611,302,278,420
contacts_high,0.05,15.0,0.25,10.406445954775668,301,279,420
contacts_high,0.05,15.0,0.25,10.412549150377707,301,278,421
contacts_high,0.05,15.0,0.25,10.413918797171613,301,277,422
contacts_high,0.05,15.0,0.25,10.413972540401009,301,276,423
contacts_high,0.05,15.0,0.25,10.42535457810191,301,275,424
contacts_high,0.05,15.0,0.25,10.43221985407738,300,276,424
contacts_high,0.05,15.0,0.25,10.455960871679183,300,275,425
contacts_high,0.05,15.0,0.25,10.464462055252284,300,274,426
contacts_high,0.05,15.0,0.25,10.469476912227645,299,275,426
contacts_high,0.05,15.0,0.25,10.484668732910112,298,276,426
contacts_high,0.05,15.0,0.25,10.496955122085799,298,275,427
contacts_high,0.05,15.0,0.25,10.511999238984394,297,276,427
contacts_high,0.05,15.0,0.25,10.519638135090048,297,275,428
contacts_high,0.05,15.0,0.25,10.530601170173087,297,274,429
contacts_high,0.05,15.0,0.25,10.532513148520353,296,275,429
contacts_high,0.05,15.0,0.25,10.539834085800024,295,276,429
contacts_high,0.05,15.0,0.25,10.553739710963189,294,277,429
contacts_high,0.05,15.0,0.25,10.570127548437295,294,276,430
contacts_high,0.05,15.0,0.25,10.572242275094515,293,277,430
contacts_high,0.05,15.0,0.25,10.57501352987772,293,276,431
contacts_high,0.05,15.0,0.25,10.620138289359838,293,275,432
contacts_high,0.05,15.0,0.25,10.622917075664411,293,274,433
contacts_high,0.05,15.0,0.25,10.625373154144901,293,273,434
contacts_high,0.05,15.0,0.25,10.639148014681775,292,274,434
contacts_high,0.05,15.0,0.25,10.645620195587876,291,275,434
contacts_high,0.05,15.0,0.25,10.67635999710922,290,276,434
contacts_high,0.05,15.0,0.25,10.677590032464677,289,277,434
contacts_high,0.05,15.0,0.25,10.687901236263103,288,278,434
contacts_high,0.05,15.0,0.25,10.694403820115502,288,277,435
contacts_high,0.05,15.0,0.25,10.69765095036388,287,278,435
contacts_high,0.05,15.0,0.25,10.705163975733642,286,279,435
contacts_high,0.05,15.0,0.25,10.729350160288934,285,280,435
contacts_high,0.05,15.0,0.25,10.743561502044667,285,279,436
contacts_high,0.05,15.0,0.25,10.752213849754341,285,278,437
contacts_high,0.05,15.0,0.25,10.755351840561401,284,279,437
contacts_high,0.05,15.0,0.25,10.756118018014337,284,278,438
contacts_high,0.05,15.0,0.25,10.756845722658085,283,279,438
contacts_high,0.05,15.0,0.25,10.773286823735887,283,278,439
contacts_high,0.05,15.0,0.25,10.774330737141605,283,277,440
contacts_high,0.05,15.0,0.25,10.79281122634068,283,276,441
contacts_high,0.05,15.0,0.25,10.798255589246086,283,275,442
contacts_high,0.05,15.0,0.25,10.810993591772547,282,276,442
contacts_high,0.05,15.0,0.25,10.813247248633294,282,275,443
contacts_high,0.05,15.0,0.25,10.81335481482306,282,274,444
contacts_high,0.05,15.0,0.25,10.823591984926589,282,273,445
contacts_high,0.05,15.0,0.25,10.829047636164649,281,274,445
contacts_high,0.05,15.0,0.25,10.838513056415408,281,273,446
contacts_high,0.05,15.0,0.25,10.83853032506526,281,272,447
contacts_high,0.05,15.0,0.25,10.84109634141081,280,273,447
contacts_high,0.05,15.0,0.25,10.842760135968618,280,272,448
contacts_high,0.05,15.0,0.25,10.842818684465549,280,271,449
contacts_high,0.05,15.0,0.25,10.854473066724804,280,270,450
contacts_high,0.05,15.0,0.25,10.857161805246536,279,271,450
contacts_high,0.05,15.0,0.25,10.870649371520573,278,272,450
contacts_high,0.05,15.0,0.25,10.893090198408318,277,273,450
contacts_high,0.05,15.0,0.25,10.904362721265842,276,274,450
contacts_high,0.05,15.0,0.25,10.920916373890087,275,275,450
contacts_high,0.05,15.0,0.25,10.928219487563116,274,276,450
contacts_high,0.05,15.0,0.25,10.942848611946825,273,277,450
contacts_high,0.05,15.0,0.25,10.96001644804916,273,276,451
contacts_high,0.05,15.0,0.25,10.9628193826283,273,275,452
contacts_high,0.05,15.0,0.25,10.964168153344353,272,276,452
contacts_high,0.05,15.0,0.25,10.966839135514594,271,277,452
contacts_high,0.05,15.0,0.25,10.969163293111798,271,276,453
contacts_high,0.05,15.0,0.25,10.969630402179764,270,277,453
contacts_high,0.05,15.0,0.25,10.979436727297678,269,278,453
contacts_high,0.05,15.0,0.25,10.981850515764288,268,279,453
contacts_high,0.05,15.0,0.25,10.986564473938445,268,278,454
contacts_high,0.05,15.0,0.25,10.998665675636595,268,277,455
contacts_high,0.05,15.0,0.25,11.022538807195348,268,276,456
contacts_high,0.05,15.0,0.25,11.026248811807172,268,275,457
contacts_high,0.05,15.0,0.25,11.02879621339345,267,276,457
contacts_high,0.05,15.0,0.25,11.038192095648627,267,275,458
contacts_high,0.05,15.0,0.25,11.048320141705705,266,276,458
contacts_high,0.05,15.0,0.25,11.049550731434612,265,277,458
contacts_high,0.05,15.0,0.25,11.068276273312334,264,278,458
contacts_high,0.05,15.0,0.25,11.100269085882031,264,277,459
contacts_high,0.05,15.0,0.25,11.123919685438764,264,276,460
contacts_high,0.05,15.0,0.25,11.127112015983826,263,277,460
contacts_high,0.05,15.0,0.25,11.135355468555561,263,276,461
contacts_high,0.05,15.0,0.25,11.161254428990857,262,277,461
contacts_high,0.05,15.0,0.25,11.17285622515259,261,278,461
contacts_high,0.05,15.0,0.25,11.178572152307682,260,279,461
contacts_high,0.05,15.0,0.25,11.199338433765533,260,278,462
contacts_high,0.05,15.0,0.25,11.205185522345227,259,279,462
contacts_high,0.05,15.0,0.25,11.209897963002966,258,280,462
contacts_high,0.05,15.0,0.25,11.211453759275535,258,279,463
contacts_high,0.05,15.0,0.25,11.211770558462831,258,278,464
contacts_high,0.05,15.0,0.25,11.223281714666548,257,279,464
contacts_high,0.05,15.0,0.25,11.225394319248288,257,278,465
contacts_high,0.05,15.0,0.25,11.233710351893716,257,277,466
contacts_high,0.05,15.0,0.25,11.237102798416776,257,276,467
contacts_high,0.05,15.0,0.25,11.246476756489598,257,275,468
contacts_high,0.05,15.0,0.25,11.256025301734299,256,276,468
contacts_high,0.05,15.0,0.25,11.26570891767793,256,275,469
contacts_high,0.05,15.0,0.25,11.268987185410417,256,274,470
contacts_high,0.05,15.0,0.25,11.27013406016818,255,275,470
contacts_high,0.05,15.0,0.25,11.328768400695445,255,274,471
contacts_high,0.05,15.0,0.25,11.351871494048925,255,273,472
contacts_high,0.05,15.0,0.25,11.363285637001724,255,272,473
contacts_high,0.05,15.0,0.25,11.366193250260913,255,271,474
contacts_high,0.05,15.0,0.25,11.366724363380266,255,270,475
contacts_high,0.05,15.0,0.25,11.373091432021646,255,269,476
contacts_high,0.05,15.0,0.25,11.381517083352808,254,270,476
contacts_high,0.05,15.0,0.25,11.384288975164651,253,271,476
contacts_high,0.05,15.0,0.25,11.389364252422975,253,270,477
contacts_high,0.05,15.0,0.25,11.390434633927756,252,271,477
contacts_high,0.05,15.0,0.25,11.39701988989522,251,272,477
contacts_high,0.05,15.0,0.25,11.409440333158349,251,271,478
contacts_high,0.05,15.0,0.25,11.418208345269719,251,270,479
contacts_high,0.05,15.0,0.25,11.424028975142798,250,271,479
contacts_high,0.05,15.0,0.25,11.431871952969662,249,272,479
contacts_high,0.05,15.0,0.25,11.443323523991243,248,273,479
contacts_high,0.05,15.0,0.25,11.457907428796988,248,272,480
contacts_high,0.05,15.0,0.25,11.471862341521113,248,271,481
contacts_high,0.05,15.0,0.25,11.477271675624337,248,270,482
contacts_high,0.05,15.0,0.25,11.494165920992472,248,269,483
contacts_high,0.05,15.0,0.25,11.50081657360219,247,270,483
contacts_high,0.05,15.0,0.25,11.502161085820173,247,269,484
contacts_high,0.05,15.0,0.25,11.50239785156377,247,268,485
contacts_high,0.05,15.0,0.25,11.513778208626222,247,267,486
contacts_high,0.05,15.0,0.25,11.53283115874936,247,266,487
contacts_high,0.05,15.0,0.25,11.534448690009247,247,265,488
contacts_high,0.05,15.0,0.25,11.534579315957334,247,264,489
contacts_high,0.05,15.0,0.25,11.536502924544592,247,263,490
contacts_high,0.05,15.0,0.25,11.539003719085576,247,262,491
contacts_high,0.05,15.0,0.25,11.550975103758635,247,261,492
contacts_high,0.05,15.0,0.25,11.551740915073113,247,260,493
contacts_high,0.05,15.0,0.25,11.554867831981348,246,261,493
contacts_high,0.05,15.0,0.25,11.560449096616413,245,262,493
contacts_high,0.05,15.0,0.25,11.566782684280955,244,263,493
contacts_high,0.05,15.0,0.25,11.577449098352611,244,262,494
contacts_high,0.05,15.0,0.25,11.58410961951074,243,263,494
contacts_high,0.05,15.0,0.25,11.610210777464811,242,264,494
contacts_high,0.05,15.0,0.25,11.619408994625115,241,265,494
contacts_high,0.05,15.0,0.25,11.633669963383642,241,264,495
contacts_high,0.05,15.0,0.25,11.637371771304716,240,265,495
contacts_high,0.05,15.0,0.25,11.646335255596737,239,266,495
contacts_high,0.05,15.0,0.25,11.6783739920409,239,265,496
contacts_high,0.05,15.0,0.25,11.679831211747569,238,266,496
contacts_high,0.05,15.0,0.25,11.692590148602648,238,265,497
contacts_high,0.05,15.0,0.25,11.704400821751614,238,264,498
contacts_high,0.05,15.0,0.25,11.717304924394902,237,265,498
contacts_high,0.05,15.0,0.25,11.72341472351768,236,266,498
contacts_high,0.05,15.0,0.25,11.751505172587985,236,265,499
contacts_high,0.05,15.0,0.25,11.751788334597258,235,266,499
contacts_high,0.05,15.0,0.25,11.759946109280987,235,265,500
contacts_high,0.05,15.0,0.25,11.762441063891684,235,264,501
contacts_high,0.05,15.0,0.25,11.762972213320204,234,265,501
contacts_high,0.05,15.0,0.25,11.766672314480418,234,264,502
contacts_high,0.05,15.0,0.25,11.771689404679835,233,265,502
contacts_high,0.05,15.0,0.25,11.783927590287039,233,264,503
contacts_high,0.05,15.0,0.25,11.787704361504664,233,263,504
contacts_high,0.05,15.0,0.25,11.811325377778035,233,262,505
contacts_high,0.05,15.0,0.25,11.815869306949978,232,263,505
contacts_high,0.05,15.0,0.25,11.816072605055874,231,264,505
contacts_high,0.05,15.0,0.25,11.819177812436699,231,263,506
contacts_high,0.05,15.0,0.25,11.830253065307522,231,262,507
contacts_high,0.05,15.0,0.25,11.834748247277059,231,261,508
contacts_high,0.05,15.0,0.25,11.83957790980238,231,260,509
contacts_high,0.05,15.0,0.25,11.845540374117611,231,259,510
contacts_high,0.05,15.0,0.25,11.86074130445563,231,258,511
contacts_high,0.05,15.0,0.25,11.862008621122143,231,257,512
contacts_high,0.05,15.0,0.25,11.8696685094039,231,256,513
contacts_high,0.05,15.0,0.25,11.871132599670377,230,257,513
contacts_high,0.05,15.0,0.25,11.871735291891206,230,256,514
contacts_high,0.05,15.0,0.25,11.880852679242558,229,257,514
contacts_high,0.05,15.0,0.25,11.896475049451325,228,258,514
contacts_high,0.05,15.0,0.25,11.901314589180359,228,257,515
contacts_high,0.05,15.0,0.25,11.907085988800993,228,256,516
contacts_high,0.05,15.0,0.25,11.90722167489946,228,255,517
contacts_high,0.05,15.0,0.25,11.93571340875381,227,256,517
contacts_high,0.05,15.0,0.25,11.945887387676269,226,257,517
contacts_high,0.05,15.0,0.25,11.948603380957598,226,256,518
contacts_high,0.05,15.0,0.25,11.957247804963158,225,257,518
contacts_high,0.05,15.0,0.25,11.959768377908027,224,258,518
contacts_high,0.05,15.0,0.25,11.96324661377553,223,259,518
contacts_high,0.05,15.0,0.25,11.979574520952188,222,260,518
contacts_high,0.05,15.0,0.25,11.985469620233983,222,259,519
contacts_high,0.05,15.0,0.25,12.001090868875007,221,260,519
contacts_high,0.05,15.0,0.25,12.011691028530235,221,259,520
contacts_high,0.05,15.0,0.25,12.016968854494671,221,258,521
contacts_high,0.05,15.0,0.25,12.022264330861422,220,259,521
contacts_high,0.05,15.0,0.25,12.024686374860242,220,258,522
contacts_high,0.05,15.0,0.25,12.034832515285679,220,257,523
contacts_high,0.05,15.0,0.25,12.054107005283791,219,258,523
contacts_high,0.05,15.0,0.25,12.077362874911511,219,257,524
contacts_high,0.05,15.0,0.25,12.077864420856336,218,258,524
contacts_high,0.05,15.0,0.25,12.08417539000369,217,259,524
contacts_high,0.05,15.0,0.25,12.084739210349746,217,258,525
contacts_high,0.05,15.0,0.25,12.089532273509656,217,257,526
contacts_high,0.05,15.0,0.25,12.095777132989596,216,258,526
contacts_high,0.05,15.0,0.25,12.096516089310047,216,257,527
contacts_high,0.05,15.0,0.25,12.104190504590893,216,256,528
contacts_high,0.05,15.0,0.25,12.11282077844352,216,255,529
contacts_high,0.05,15.0,0.25,12.113693437254021,216,254,530
contacts_high,0.05,15.0,0.25,12.113930483200201,216,253,531
contacts_high,0.05,15.0,0.25,12.123092159036407,216,252,532
contacts_high,0.05,15.0,0.25,12.124030859981664,216,251,533
contacts_high,0.05,15.0,0.25,12.135364661679326,215,252,533
contacts_high,0.05,15.0,0.25,12.135594323964852,215,251,534
contacts_high,0.05,15.0,0.25,12.146094711727258,215,250,535
contacts_high,0.05,15.0,0.25,12.15020745322788,215,249,536
contacts_high,0.05,15.0,0.25,12.1697852310763,215,248,537
contacts_high,0.05,15.0,0.25,12.173244811348873,215,247,538
contacts_high,0.05,15.0,0.25,12.207212166562764,214,248,538
contacts_high,0.05,15.0,0.25,12.220311725074767,214,247,539
contacts_high,0.05,15.0,0.25,12.24073179186081,213,248,539
contacts_high,0.05,15.0,0.25,12.267913739454494,212,249,539
contacts_high,0.05,15.0,0.25,12.278970799447633,211,250,539
contacts_high,0.05,15.0,0.25,12.286640228556216,211,249,540
contacts_high,0.05,15.0,0.25,12.291105889031881,210,250,540
contacts_high,0.05,15.0,0.25,12.348404238685486,209,251,540
contacts_high,0.05,15.0,0.25,12.354680788687066,209,250,541
contacts_high,0.05,15.0,0.25,12.377150051803985,209,249,542
contacts_high,0.05,15.0,0.25,12.382998731139873,209,248,543
contacts_high,0.05,15.0,0.25,12.402097386928936,208,249,543
contacts_high,0.05,15.0,0.25,12.416147087368579,207,250,543
contacts_high,0.05,15.0,0.25,12.464552918608385,207,249,544
contacts_high,0.05,15.0,0.25,12.466270715828793,206,250,544
contacts_high,0.05,15.0,0.25,12.470213725565802,206,249,545
contacts_high,0.05,15.0,0.25,12.480203244400265,205,250,545
contacts_high,0.05,15.0,0.25,12.488698096275751,205,249,546
contacts_high,0.05,15.0,0.25,12.496392477989257,205,248,547
contacts_high,0.05,15.0,0.25,12.544606687439584,205,247,548
contacts_high,0.05,15.0,0.25,12.560688582265875,205,246,549
contacts_high,0.05,15.0,0.25,12.571514169245495,204,247,549
contacts_high,0.05,15.0,0.25,12.580945545336267,204,246,550
contacts_high,0.05,15.0,0.25,12.602510960800377,204,245,551
contacts_high,0.05,15.0,0.25,12.605356414836024,204,244,552
contacts_high,0.05,15.0,0.25,12.612264526978002,204,243,553
contacts_high,0.05,15.0,0.25,12.612713068230914,204,242,554
contacts_high,0.05,15.0,0.25,12.615731994331448,204,241,555
contacts_high,0.05,15.0,0.25,12.638148471585248,204,240,556
contacts_high,0.05,15.0,0.25,12.63993689221593,203,241,556
contacts_high,0.05,15.0,0.25,12.652875545290785,203,240,557
contacts_high,0.05,15.0,0.25,12.661939418408409,203,239,558
contacts_high,0.05,15.0,0.25,12.673911622887804,202,240,558
contacts_high,0.05,15.0,0.25,12.690006893674385,202,239,559
contacts_high,0.05,15.0,0.25,12.698572051325707,202,238,560
contacts_high,0.05,15.0,0.25,12.704553285199623,202,237,561
contacts_high,0.05,15.0,0.25,12.718345680098272,201,238,561
contacts_high,0.05,15.0,0.25,12.718505552784492,201,237,562
contacts_high,0.05,15.0,0.25,12.74617737445251,200,238,562
contacts_high,0.05,15.0,0.25,12.753534674496004,199,239,562
contacts_high,0.05,15.0,0.25,12.758579986931439,199,238,563
contacts_high,0.05,15.0,0.25,12.769780716772523,199,237,564
contacts_high,0.05,15.0,0.25,12.779606346833535,199,236,565
contacts_high,0.05,15.0,0.25,12.800788683652202,198,237,565
contacts_high,0.05,15.0,0.25,12.803521221546124,198,236,566
contacts_high,0.05,15.0,0.25,12.804618865891216,197,237,566
contacts_high,0.05,15.0,0.25,12.822322396156775,197,236,567
contacts_high,0.05,15.0,0.25,12.82305763112816,196,237,567
contacts_high,0.05,15.0,0.25,12.834237700661255,196,236,568
contacts_high,0.05,15.0,0.25,12.845466069115753,196,235,569
contacts_high,0.05,15.0,0.25,12.87029792941427,196,234,570
contacts_high,0.05,15.0,0.25,12.906892630171651,196,233,571
contacts_high,0.05,15.0,0.25,12.918487670948537,195,234,571
contacts_high,0.05,15.0,0.25,12.924168573646607,194,235,571
contacts_high,0.05,15.0,0.25,12.934028631941496,193,236,571
contacts_high,0.05,15.0,0.25,12.946076849167383,193,235,572
contacts_high,0.05,15.0,0.25,12.968360775099443,193,234,573
contacts_high,0.05,15.0,0.25,12.972035315246567,193,233,574
contacts_high,0.05,15.0,0.25,12.987067491491572,193,232,575
contacts_high,0.05,15.0,0.25,12.992705992056544,192,233,575
contacts_high,0.05,15.0,0.25,13.017775391300484,192,232,576
contacts_high,0.05,15.0,0.25,13.023021435506948,192,231,577
contacts_high,0.05,15.0,0.25,13.029853930415335,192,230,578
contacts_high,0.05,15.0,0.25,13.037608832504445,192,229,579
contacts_high,0.05,15.0,0.25,13.076264946868513,192,228,580
contacts_high,0.05,15.0,0.25,13.084178938879905,192,227,581
contacts_high,0.05,15.0,0.25,13.0951928779764,192,226,582
contacts_high,0.05,15.0,0.25,13.098146114518741,191,227,582
contacts_high,0.05,15.0,0.25,13.101886823948957,191,226,583
contacts_high,0.05,15.0,0.25,13.105403505913905,191,225,584
contacts_high,0.05,15.0,0.25,13.108062967587133,191,224,585
contacts_high,0.05,15.0,0.25,13.141947904669237,191,223,586
contacts_high,0.05,15.0,0.25,13.149970696789252,190,224,586
contacts_high,0.05,15.0,0.25,13.167936540816077,190,223,587
contacts_high,0.05,15.0,0.25,13.182439964832941,189,224,587
contacts_high,0.05,15.0,0.25,13.187595142613276,188,225,587
contacts_high,0.05,15.0,0.25,13.198474614782732,188,224,588
contacts_high,0.05,15.0,0.25,13.20115891798303,187,225,588
contacts_high,0.05,15.0,0.25,13.204869836150733,187,224,589
contacts_high,0.05,15.0,0.25,13.210028443065676,187,223,590
contacts_high,0.05,15.0,0.25,13.215639886521966,187,222,591
contacts_high,0.05,15.0,0.25,13.28100622553022,187,221,592
contacts_high,0.05,15.0,0.25,13.286980026142158,187,220,593
contacts_high,0.05,15.0,0.25,13.287636411632443,187,219,594
contacts_high,0.05,15.0,0.25,13.304216519655244,186,220,594
contacts_high,0.05,15.0,0.25,13.308448373464394,186,219,595
contacts_high,0.05,15.0,0.25,13.359815710624071,185,220,595
contacts_high,0.05,15.0,0.25,13.363821572387895,184,221,595
contacts_high,0.05,15.0,0.25,13.440189826155455,183,222,595
contacts_high,0.05,15.0,0.25,13.442942426639638,182,223,595
contacts_high,0.05,15.0,0.25,13.455573191584586,181,224,595
contacts_high,0.05,15.0,0.25,13.48066309590661,181,223,596
contacts_high,0.05,15.0,0.25,13.529560288409048,180,224,596
contacts_high,0.05,15.0,0.25,13.531928071326845,180,223,597
contacts_high,0.05,15.0,0.25,13.540518330862607,180,222,598
contacts_high,0.05,15.0,0.25,13.54641277688617,180,221,599
contacts_high,0.05,15.0,0.25,13.547567317491458,179,222,599
contacts_high,0.05,15.0,0.25,13.577553150137014,179,221,600
contacts_high,0.05,15.0,0.25,13.596316454942112,179,220,601
contacts_high,0.05,15.0,0.25,13.607961590722658,178,221,601
contacts_high,0.05,15.0,0.25,13.626990507612945,177,222,601
contacts_high,0.05,15.0,0.25,13.648127420530024,177,221,602
contacts_high,0.05,15.0,0.25,13.665922321694094,177,220,603
contacts_high,0.05,15.0,0.25,13.674405853096228,177,219,604
contacts_high,0.05,15.0,0.25,13.704558351628805,177,218,605
contacts_high,0.05,15.0,0.25,13.723736268035823,177,217,606
contacts_high,0.05,15.0,0.25,13.729249527936597,177,216,607
contacts_high,0.05,15.0,0.25,13.73334862467172,177,215,608
contacts_high,0.05,15.0,0.25,13.74069739703124,176,216,608
contacts_high,0.05,15.0,0.25,13.742795824467787,176,215,609
contacts_high,0.05,15.0,0.25,13.754054431164175,176,214,610
contacts_high,0.05,15.0,0.25,13.759677661246963,175,215,610
contacts_high,0.05,15.0,0.25,13.769119560464501,175,214,611
contacts_high,0.05,15.0,0.25,13.77970230112551,175,213,612
contacts_high,0.05,15.0,0.25,13.789959697282312,174,214,612
contacts_high,0.05,15.0,0.25,13.82822945394589,173,215,612
contacts_high,0.05,15.0,0.25,13.840826083326421,173,214,613
contacts_high,0.05,15.0,0.25,13.841799648812216,173,213,614
contacts_high,0.05,15.0,0.25,13.84852124082518,173,212,615
contacts_high,0.05,15.0,0.25,13.849227817143667,173,211,616
contacts_high,0.05,15.0,0.25,13.860177900802611,172,212,616
contacts_high,0.05,15.0,0.25,13.885515203081617,172,211,617
contacts_high,0.05,15.0,0.25,13.886809623926833,172,210,618
contacts_high,0.05,15.0,0.25,13.899405509302394,171,211,618
contacts_high,0.05,15.0,0.25,13.90004344147302,171,210,619
contacts_high,0.05,15.0,0.25,13.904969648478835,171,209,620
contacts_high,0.05,15.0,0.25,13.914018930806725,170,210,620
contacts_high,0.05,15.0,0.25,13.92330286905847,170,209,621
contacts_high,0.05,15.0,0.25,13.9687456545558,170,208,622
contacts_high,0.05,15.0,0.25,13.983388104446153,169,209,622
contacts_high,0.05,15.0,0.25,13.983973964553467,169,208,623
contacts_high,0.05,15.0,0.25,13.987375133596595,168,209,623
contacts_high,0.05,15.0,0.25,13.987622327238203,168,208,624
contacts_high,0.05,15.0,0.25,13.988388609737306,168,207,625
contacts_high,0.05,15.0,0.25,14.003744174672512,168,206,626
contacts_high,0.05,15.0,0.25,14.014246910459624,167,207,626
contacts_high,0.05,15.0,0.25,14.03180114464016,166,208,626
contacts_high,0.05,15.0,0.25,14.032360352634809,166,207,627
contacts_high,0.05,15.0,0.25,14.035964226703417,166,206,628
contacts_high,0.05,15.0,0.25,14.039825039336082,166,205,629
contacts_high,0.05,15.0,0.25,14.076532001908522,165,206,629
contacts_high,0.05,15.0,0.25,14.089574187582054,164,207,629
contacts_high,0.05,15.0,0.25,14.098290639938911,163,208,629
contacts_high,0.05,15.0,0.25,14.099003797429873,163,207,630
contacts_high,0.05,15.0,0.25,14.101242613949687,163,206,631
contacts_high,0.05,15.0,0.25,14.107063091016538,163,205,632
contacts_high,0.05,15.0,0.25,14.118153660072357,163,204,633
contacts_high,0.05,15.0,0.25,14.13111644288663,163,203,634
contacts_high,0.05,15.0,0.25,14.138153563077397,162,204,634
contacts_high,0.05,15.0,0.25,14.142096015395168,161,205,634
contacts_high,0.05,15.0,0.25,14.147440237590697,161,204,635
contacts_high,0.05,15.0,0.25,14.183713133169551,161,203,636
contacts_high,0.05,15.0,0.25,14.185670520181166,161,202,637
contacts_high,0.05,15.0,0.25,14.193411120121036,160,203,637
contacts_high,0.05,15.0,0.25,14.213261702100882,159,204,637
contacts_high,0.05,15.0,0.25,14.222200649284547,159,203,638
contacts_high,0.05,15.0,0.25,14.259207133349515,159,202,639
contacts_high,0.05,15.0,0.25,14.273086937218654,159,201,640
contacts_high,0.05,15.0,0.25,14.276706616991461,158,202,640
contacts_high,0.05,15.0,0.25,14.291851296143856,157,203,640
contacts_high,0.05,15.0,0.25,14.309491747029561,156,204,640
contacts_high,0.05,15.0,0.25,14.31609368769046,156,203,641
contacts_high,0.05,15.0,0.25,14.328176516015906,155,204,641
contacts_high,0.05,15.0,0.25,14.372555357600671,155,203,642
contacts_high,0.05,15.0,0.25,14.387348437553456,154,204,642
contacts_high,0.05,15.0,0.25,14.387722183035727,154,203,643
contacts_high,0.05,15.0,0.25,14.408271561783828,154,202,644
contacts_high,0.05,15.0,0.25,14.41757555356154,154,201,645
contacts_high,0.05,15.0,0.25,14.41870845023971,154,200,646
contacts_high,0.05,15.0,0.25,14.432867382357948,154,199,647
contacts_high,0.05,15.0,0.25,14.434062852714344,154,198,648
contacts_high,0.05,15.0,0.25,14.446037484503398,153,199,648
contacts_high,0.05,15.0,0.25,14.455886534903462,152,200,648
contacts_high,0.05,15.0,0.25,14.490575351660086,151,201,648
contacts_high,0.05,15.0,0.25,14.499487783987371,150,202,648
contacts_high,0.05,15.0,0.25,14.502294041495375,149,203,648
contacts_high,0.05,15.0,0.25,14.508563858730675,149,202,649
contacts_high,0.05,15.0,0.25,14.529071502105982,148,203,649
contacts_high,0.05,15.0,0.25,14.571679456533001,148,202,650
contacts_high,0.05,15.0,0.25,14.611902055226157,148,201,651
contacts_high,0.05,15.0,0.25,14.632484175526365,148,200,652
contacts_high,0.05,15.0,0.25,14.647897596769198,148,199,653
contacts_high,0.05,15.0,0.25,14.656048344453794,148,198,654
contacts_high,0.05,15.0,0.25,14.66716273664089,147,199,654
contacts_high,0.05,15.0,0.25,14.670049105929188,147,198,655
contacts_high,0.05,15.0,0.25,14.672253213672555,147,197,656
contacts_high,0.05,15.0,0.25,14.687311565926436,147,196,657
contacts_high,0.05,15.0,0.25,14.68997574065611,147,195,658
contacts_high,0.05,15.0,0.25,14.699602432586122,147,194,659
contacts_high,0.05,15.0,0.25,14.7016424489941,147,193,660
contacts_high,0.05,15.0,0.25,14.714424389524126,147,192,661
contacts_high,0.05,15.0,0.25,14.750127837841644,147,191,662
contacts_high,0.05,15.0,0.25,14.76193436408053,147,190,663
contacts_high,0.05,15.0,0.25,14.838499018122548,147,189,664
contacts_high,0.05,15.0,0.25,14.851371289352882,147,188,665
contacts_high,0.05,15.0,0.25,14.857073792130056,147,187,666
contacts_high,0.05,15.0,0.25,14.872411495064561,146,188,666
contacts_high,0.05,15.0,0.25,14.874701689071241,146,187,667
contacts_high,0.05,15.0,0.25,14.875251962913929,145,188,667
contacts_high,0.05,15.0,0.25,14.901897877309352,144,189,667
contacts_high,0.05,15.0,0.25,14.905442757789693,143,190,667
contacts_high,0.05,15.0,0.25,14.908684087386705,142,191,667
contacts_high,0.05,15.0,0.25,14.92185229006062,142,190,668
contacts_high,0.05,15.0,0.25,14.946264236132292,142,189,669
contacts_high,0.05,15.0,0.25,14.949095249818015,142,188,670
contacts_high,0.05,15.0,0.25,14.96630379176295,141,189,670
contacts_high,0.05,15.0,0.25,14.967011245200123,141,188,671
contacts_high,0.05,15.0,0.25,14.987826770273077,141,187,672
contacts_high,0.05,15.0,0.25,14.995764535110256,141,186,673
contacts_high,0.05,15.0,0.25,15.044880340498596,141,185,674
contacts_high,0.05,15.0,0.25,15.046189446512612,140,186,674
contacts_high,0.05,15.0,0.25,15.048133091973153,140,185,675
contacts_high,0.05,15.0,0.25,15.070397849488302,140,184,676
contacts_high,0.05,15.0,0.25,15.097932310210071,140,183,677
contacts_high,0.05,15.0,0.25,15.117142682528742,140,182,678
contacts_high,0.05,15.0,0.25,15.11893520762084,140,181,679
contacts_high,0.05,15.0,0.25,15.121110630697036,139,182,679
contacts_high,0.05,15.0,0.25,15.14717598334228,139,181,680
contacts_high,0.05,15.0,0.25,15.16568509864264,138,182,680
contacts_high,0.05,15.0,0.25,15.16969987140337,137,183,680
contacts_high,0.05,15.0,0.25,15.175121019864907,137,182,681
contacts_high,0.05,15.0,0.25,15.195154898259133,136,183,681
contacts_high,0.05,15.0,0.25,15.21916137708479,136,182,682
contacts_high,0.05,15.0,0.25,15.231875110229598,136,181,683
contacts_high,0.05,15.0,0.25,15.235434316770945,136,180,684
contacts_high,0.05,15.0,0.25,15.242384490063325,136,179,685
contacts_high,0.05,15.0,0.25,15.288642946964782,135,180,685
